Photo,Isomeric_SMILES,SMILES_without_chirality
1472,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5ccccc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C
1473,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc(Br)c(Br)cc3cc12)(C(C)C)C(C)C
1474,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4c(cc3cc12)c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc1c1cc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5cc6ccccc6cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2cc41)(C(C)C)C(C)C
1475,CCCCCCOc1cc(OCCCCCC)cc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3cc(OCCCCCC)cc(OCCCCCC)c3)c3c2-c2ccccc2Cc2ccccc2-3)c1,CCCCCCOc1cc(OCCCCCC)cc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3cc(OCCCCCC)cc(OCCCCCC)c3)c3c2-c2ccccc2Cc2ccccc2-3)c1
1476,CCCCCCOc1cc(OCCCCCC)c2c3cccc4c5cccc6c7c(OCCCCCC)cc(OCCCCCC)c8c9cccc%10c9c9c%11c%12c(cccc%12c1c2c%11c(c43)c(c56)c9c87)C%10,CCCCCCOc1cc(OCCCCCC)c2c3cccc4c5cccc6c7c(OCCCCCC)cc(OCCCCCC)c8c9cccc%10c9c9c%11c%12c(cccc%12c1c2c%11c(c43)c(c56)c9c87)C%10
1477,CC(C)(C)c1ccc(-c2cc3ccccc3c3ccccc23)c(-c2cc(-c3cc(C(C)(C)C)ccc3-c3cc4ccccc4c4ccccc34)cc(-c3cc(C(C)(C)C)ccc3-c3cc4ccccc4c4ccccc34)c2)c1,CC(C)(C)c1ccc(-c2cc3ccccc3c3ccccc23)c(-c2cc(-c3cc(C(C)(C)C)ccc3-c3cc4ccccc4c4ccccc34)cc(-c3cc(C(C)(C)C)ccc3-c3cc4ccccc4c4ccccc34)c2)c1
1478,CC(C)(C)c1ccc2c(c1)c1cc3c4cc(C(C)(C)C)ccc4c4c5ccccc5c5ccc6c7c8ccccc8c8ccccc8c7c7c(C(C)(C)C)ccc8c7c6c5c4c3c-8c1c1c3ccccc3c3ccccc3c21,CC(C)(C)c1ccc2c(c1)c1cc3c4cc(C(C)(C)C)ccc4c4c5ccccc5c5ccc6c7c8ccccc8c8ccccc8c7c7c(C(C)(C)C)ccc8c7c6c5c4c3c-8c1c1c3ccccc3c3ccccc3c21
1479,c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51
1480,CC(C)(C)c1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)c3c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c4c(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)c5c(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c6c(-c7ccc(C(C)(C)C)cc7)c(-c7ccc(C(C)(C)C)cc7)c2c2c3c4c5c62)cc1,CC(C)(C)c1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)c3c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c4c(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)c5c(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c6c(-c7ccc(C(C)(C)C)cc7)c(-c7ccc(C(C)(C)C)cc7)c2c2c3c4c5c62)cc1
1481,C1#Cc2ccccc2C#Cc2ccccc21,C1#Cc2ccccc2C#Cc2ccccc21
1482,O=S1C(c2ccccc2Cl)=CC=C1c1ccccc1Cl,O=S1C(c2ccccc2Cl)=CC=C1c1ccccc1Cl
1483,Clc1ccccc1-c1ccc(-c2ccccc2Cl)c2c1-c1ccccc1-c1c(-c3ccccc3Cl)ccc(-c3ccccc3Cl)c1-c1ccccc1-2,Clc1ccccc1-c1ccc(-c2ccccc2Cl)c2c1-c1ccccc1-c1c(-c3ccccc3Cl)ccc(-c3ccccc3Cl)c1-c1ccccc1-2
1484,CC(C)(C)c1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c3c(c2-c2ccc(C(C)(C)C)cc2)-c2c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c2-3)cc1,CC(C)(C)c1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)c(-c3ccc(C(C)(C)C)cc3)c3c(c2-c2ccc(C(C)(C)C)cc2)-c2c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c2-3)cc1
1485,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)cc5c6cc(C(C)(C)C)cc7c8cc(C(C)(C)C)cc9c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)ccc%14c%14c(c%13%12)c(c%11%10)c(c98)c8c%14c9c2c(c13)c(c45)c(c67)c98,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)cc5c6cc(C(C)(C)C)cc7c8cc(C(C)(C)C)cc9c%10cc(C(C)(C)C)cc%11c%12cc(C(C)(C)C)cc%13c%14cc(C(C)(C)C)ccc%14c%14c(c%13%12)c(c%11%10)c(c98)c8c%14c9c2c(c13)c(c45)c(c67)c98
1486,[Ar]c1c([Ar])c2c3c([Ar])c([Ar])c4c5c([Ar])c([Ar])c6c7c([Ar])c([Ar])c8c9c([Ar])c([Ar])c%10c%11c([Ar])c([Ar])c%12n%11c%11c(c(c(c(c%11n%109)n87)n56)n34)n2c1[Ar]%12,[Ar]c1c([Ar])c2c3c([Ar])c([Ar])c4c5c([Ar])c([Ar])c6c7c([Ar])c([Ar])c8c9c([Ar])c([Ar])c%10c%11c([Ar])c([Ar])c%12n%11c%11c(c(c(c(c%11n%109)n87)n56)n34)n2c1[Ar]%12
1487,[Ar]c1c([Ar])c2c3c([Ar])c([Ar])c4c5c([Ar])c([Ar])c6n5c5c7c8c9c(c5n34)n2c1[Ar]c1c([Ar])c([Ar])c(c2c([Ar])c([Ar])c(c3c([Ar])c([Ar])c(n37)[Ar]6)n28)n19,[Ar]c1c([Ar])c2c3c([Ar])c([Ar])c4c5c([Ar])c([Ar])c6n5c5c7c8c9c(c5n34)n2c1[Ar]c1c([Ar])c([Ar])c(c2c([Ar])c([Ar])c(c3c([Ar])c([Ar])c(n37)[Ar]6)n28)n19
1488,[C]1C=C[C]=CC1,[C]1C=C[C]=CC1
1489,CC(/C=C/c1ccccc1)=[N+](\[O-])c1ccccc1,CC(C=Cc1ccccc1)=[N+]([O-])c1ccccc1
1490,CC(/C=C/c1ccccc1)=[N+](\[O-])c1ccccc1C,CC(C=Cc1ccccc1)=[N+]([O-])c1ccccc1C
1491,CC(/C=C/c1ccccc1)=[N+](\[O-])c1ccc(C)cc1,CC(C=Cc1ccccc1)=[N+]([O-])c1ccc(C)cc1
1492,CC(C)=C/C(C)=[N+](/[O-])c1ccccc1,CC(C)=CC(C)=[N+]([O-])c1ccccc1
1493,C=CC1=CCC(/[N+]([O-])=C(/C=C/c2ccccc2)c2ccccc2)C=C1,C=CC1=CCC([N+]([O-])=C(C=Cc2ccccc2)c2ccccc2)C=C1
1494,[O-]/[N+](=C(/C=C/c1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)cc1,[O-][N+](=C(C=Cc1ccccc1)c1ccccc1)c1ccc(C(F)(F)F)cc1
1495,Cc1cc(C)cc(/[N+]([O+])=C(/C=C/c2ccccc2)c2ccccc2)c1,Cc1cc(C)cc([N+]([O+])=C(C=Cc2ccccc2)c2ccccc2)c1
1496,COc1ccc(/C=C/C(c2ccccc2)=[N+](\[O-])c2ccc(C)cc2)cc1,COc1ccc(C=CC(c2ccccc2)=[N+]([O-])c2ccc(C)cc2)cc1
1497,Cc1ccc(/[N+]([O-])=C(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2)cc1,Cc1ccc([N+]([O-])=C(C=Cc2ccc([N+](=O)[O-])cc2)c2ccccc2)cc1
1498,[O-]/[N+](Cc1ccccc1)=C(\C=C\c1ccccc1)c1ccccc1,[O-][N+](Cc1ccccc1)=C(C=Cc1ccccc1)c1ccccc1
1499,COc1ccc(C(/C=C/c2ccccc2)N([O-])Cc2ccccc2)cc1,COc1ccc(C(C=Cc2ccccc2)N([O-])Cc2ccccc2)cc1
1500,[O-]/[N+](Cc1ccccc1)=C(\C=C\c1ccccc1)c1ccc(C(F)(F)F)cc1,[O-][N+](Cc1ccccc1)=C(C=Cc1ccccc1)c1ccc(C(F)(F)F)cc1
1501,Cc1ccc(/C=C/C(c2ccccc2)=[N+](\[O-])Cc2ccccc2)cc1,Cc1ccc(C=CC(c2ccccc2)=[N+]([O-])Cc2ccccc2)cc1
1502,[O-]/[N+](Cc1ccccc1)=C(\C=C\C1CCCCC1)c1ccccc1,[O-][N+](Cc1ccccc1)=C(C=CC1CCCCC1)c1ccccc1
1503,[O-]/[N+](CC1CCCCC1)=C(\C=C\c1ccccc1)c1ccccc1,[O-][N+](CC1CCCCC1)=C(C=Cc1ccccc1)c1ccccc1
1504,[O-]/[N+](=C(\C=C\c1ccccc1)c1ccccc1)C1CCCCC1,[O-][N+](=C(C=Cc1ccccc1)c1ccccc1)C1CCCCC1
1505,ON=C1c2ccccc2-c2ccccc21,ON=C1c2ccccc2-c2ccccc21
1506,CC/C=C(\c1ccccc1)[N+]([O-])=C1c2ccccc2-c2ccccc21,CCC=C(c1ccccc1)[N+]([O-])=C1c2ccccc2-c2ccccc21
1507,CCCC/C=C(\[Ar])[N+]([O-])=C1c2ccccc2-c2ccccc21,CCCCC=C([Ar])[N+]([O-])=C1c2ccccc2-c2ccccc21
1508,CC1C/C(=C\c2ccccc2)C(=O)/C1=C/c1ccccc1,CC1CC(=Cc2ccccc2)C(=O)C1=Cc1ccccc1
1509,Cc1ccc2c(c1O)COC2,Cc1ccc2c(c1O)COC2
1510,C=CC1=CCC(S(=O)(=O)c2ccccc2)(S(=O)(=O)c2ccccc2)C1,C=CC1=CCC(S(=O)(=O)c2ccccc2)(S(=O)(=O)c2ccccc2)C1
1511,CC(CC(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,CC(CC(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12)c1c[nH]c2ccccc12
1512,CC1=CCc2cc(O)c3c(c2O1)C(=O)c1c(O)cccc1C3=O,CC1=CCc2cc(O)c3c(c2O1)C(=O)c1c(O)cccc1C3=O
1513,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12
1514,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1
1515,O=C1OCCC12C(c1ccccc1)C1(CCOC1=O)C2c1ccccc1,O=C1OCCC12C(c1ccccc1)C1(CCOC1=O)C2c1ccccc1
1516,CC1=C(C)C(=O)C=CC1=O,CC1=C(C)C(=O)C=CC1=O
1517,CC1=C[C@]2(C)C(=O)C(C)=C(C)C(=O)[C@]2(C)C[C@H]1C,CC1=CC2(C)C(=O)C(C)=C(C)C(=O)C2(C)CC1C
1518,CC(CCc1ccccc1)Oc1ccccc1,CC(CCc1ccccc1)Oc1ccccc1
1519,CCCCCCCCc1ccc(Br)o1,CCCCCCCCc1ccc(Br)o1
1520,CC(=O)[C@H]1c2ccccc2[C@@H](O)[C@@H]2Oc3ccccc3[C@@H]21,CC(=O)C1c2ccccc2C(O)C2Oc3ccccc3C12
1521,CCOC(=O)C1(C(=O)OCC)Cc2cc(=O)c3ccccc3cc2C1,CCOC(=O)C1(C(=O)OCC)Cc2cc(=O)c3ccccc3cc2C1
1522,CC1=CCN=C2Oc3ccccc3N12,CC1=CCN=C2Oc3ccccc3N12
1523,CC[Si](CC)(CC)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C[C@@H](C)C4C3CC[C@@]21C,CC[Si](CC)(CC)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CC(C)C4C3CCC21C
1524,C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@]2(O)C(=O)CO,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO
1525,CC1(C=O)CCc2cc(O)c3c(c2O1)C(=O)c1c(O)cccc1C3=O,CC1(C=O)CCc2cc(O)c3c(c2O1)C(=O)c1c(O)cccc1C3=O
1526,CC1=CCc2cc(O)c3c(c2O1)C(=O)c1c(O)cccc1C3=O,CC1=CCc2cc(O)c3c(c2O1)C(=O)c1c(O)cccc1C3=O
1527,c1cncc(-c2cnc(-c3ccc4c(c3)OCO4)o2)c1,c1cncc(-c2cnc(-c3ccc4c(c3)OCO4)o2)c1
1528,O=C1CCCC[C@@H]1[C@@H](O)c1ccc([N+](=O)[O-])cc1,O=C1CCCCC1C(O)c1ccc([N+](=O)[O-])cc1
1529,Cc1[nH]c2ccccc2c1C1=CC(=O)C=CC1=O,Cc1[nH]c2ccccc2c1C1=CC(=O)C=CC1=O
1530,CC(=O)c1cccc(-c2ccc(Oc3ncccc3C(=O)O)cc2)c1,CC(=O)c1cccc(-c2ccc(Oc3ncccc3C(=O)O)cc2)c1
1531,OCc1ccccc1Br,OCc1ccccc1Br
1532,CCC[C@H]1[C@H]2[C@@H](c3ccccc3[C@H]1C[N+](=O)[O-])[C@H](C(=O)OCC)ON2c1ccccc1,CCCC1C(C[N+](=O)[O-])c2ccccc2C2C(C(=O)OCC)ON(c3ccccc3)C12
1533,C(=C/c1ccccc1)\c1ccccc1,C(=Cc1ccccc1)c1ccccc1
1534,C(=C/c1ccsc1)\c1ccccc1,C(=Cc1ccsc1)c1ccccc1
1535,CN(C)Cc1ccc(C(O[Si](C)(C)C)(c2ccc(CN(C)C)cc2)[C@@H]2CCCN2)cc1,CN(C)Cc1ccc(C(O[Si](C)(C)C)(c2ccc(CN(C)C)cc2)C2CCCN2)cc1
1536,Cc1ccc(S(=O)(=O)N2CC=CCCC2)cc1,Cc1ccc(S(=O)(=O)N2CC=CCCC2)cc1
1537,O=Cc1ccc([N+](=O)[O-])cc1,O=Cc1ccc([N+](=O)[O-])cc1
1538,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
1539,CC(=O)/C=C/c1ccccc1,CC(=O)C=Cc1ccccc1
1540,C=COC/C=C/O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C=COCC=COC1OC(CO)C(O)C(O)C1O
1541,C/C(=C\c1ccccc1)CO,CC(=Cc1ccccc1)CO
1542,C[C@@]1(CO)O[C@H]1c1ccccc1,CC1(CO)OC1c1ccccc1
1543,C=CCCCN(CC=C)S(=O)(=O)c1ccc(C)cc1,C=CCCCN(CC=C)S(=O)(=O)c1ccc(C)cc1
1544,O=Cc1ccccc1-c1cccc(C(=O)O)c1,O=Cc1ccccc1-c1cccc(C(=O)O)c1
1545,CCCCC/C=C/CO,CCCCCC=CCO
1546,COc1ccc(S(=O)(=O)O[Na])c(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,COc1ccc(S(=O)(=O)O[Na])c(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1
1547,OCc1ccco1,OCc1ccco1
1548,O=C(c1ccccc1)[C@H](O)Cc1ccccc1,O=C(c1ccccc1)C(O)Cc1ccccc1
1549,CCOP(=O)(OCC)[C@H]1C(=O)N(Cc2ccccc2)c2ccccc21,CCOP(=O)(OCC)C1C(=O)N(Cc2ccccc2)c2ccccc21
1550,COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12.Cl,COC(=O)C(N)Cc1c[nH]c2ccccc12.Cl
1551,COC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC,COC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)OC
1552,COC(=O)[C@@H]1C[C@@H]2c3ccccc3N[C@@H]2N1C(=O)OC,COC(=O)C1CC2c3ccccc3NC2N1C(=O)OC
1553,COC(=O)[C@@H]1C[C@@H]2c3ccccc3N(S(=O)(=O)c3ccccc3)[C@@H]2N1C(=O)OC,COC(=O)C1CC2c3ccccc3N(S(=O)(=O)c3ccccc3)C2N1C(=O)OC
1554,COC(=O)N1[C@@H]2[C@H](C[C@]1(CI)C(=O)OC)c1ccccc1N2S(=O)(=O)c1ccccc1,COC(=O)N1C2C(CC1(CI)C(=O)OC)c1ccccc1N2S(=O)(=O)c1ccccc1
1555,COC(=O)[C@H](Cc1cn(C(=O)OC(C)(C)C)c2ccc(OC)c(F)c12)NC(=O)OC(C)(C)C,COC(=O)C(Cc1cn(C(=O)OC(C)(C)C)c2ccc(OC)c(F)c12)NC(=O)OC(C)(C)C
1556,COc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1F,COc1ccc2[nH]cc(CC(N)C(=O)O)c2c1F
1557,COc1ccc(-c2nc3cc(F)ccc3s2)cc1OC,COc1ccc(-c2nc3cc(F)ccc3s2)cc1OC
1558,C#CCOC(=O)Nc1ccc(Cl)c(-c2nc3cc(Cl)ccc3s2)c1,C#CCOC(=O)Nc1ccc(Cl)c(-c2nc3cc(Cl)ccc3s2)c1
1559,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12
1560,Nc1nc2ccc(OC(F)(F)F)cc2s1,Nc1nc2ccc(OC(F)(F)F)cc2s1
1561,O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1
1562,O=[N+]([O-])c1ccc(O)c(/C=N/c2nc3ccccc3s2)c1,O=[N+]([O-])c1ccc(O)c(C=Nc2nc3ccccc3s2)c1
1563,Cc1nc2ccccc2s1,Cc1nc2ccccc2s1
1564,NCc1ccc(Br)cc1,NCc1ccc(Br)cc1
1565,Cc1ncsc1-c1ccc(CNC(=O)OC(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)OC(C)(C)C)cc1
1566,Cc1ncsc1-c1ccc(CN)cc1,Cc1ncsc1-c1ccc(CN)cc1
1567,CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)C,CC(C)(C)OC(=O)NC(C(=O)O)C(C)(C)C
1568,COC(=O)[C@@H]1C[C@@H](O)CN1.Cl,COC(=O)C1CC(O)CN1.Cl
1569,CC(C)(C)OC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)O)C(C)(C)C,CC(C)(C)OC(=O)NC(C(=O)N1CC(O)CC1C(=O)O)C(C)(C)C
1570,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(N)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(N)C(C)(C)C)cc1
1571,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C
1572,CNC(=O)C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1,CNC(=O)CC(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)C1(F)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1
1573,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)NCCOCCOCCOCCNC(=O)c2ccc3c(c2)C(=O)OC32c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(-c3scnc3C)cc2)C(C)C)on1,Cc1cc(C(C(=O)N2CC(O)CC2C(=O)NC(CC(=O)NCCOCCOCCOCCNC(=O)c2ccc3c(c2)C(=O)OC32c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(-c3scnc3C)cc2)C(C)C)on1
1574,Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)NCCOCCOCCOCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@@H]32)c2ccc(-c3scnc3C)cc2)C(C)C)on1,Cc1cc(C(C(=O)N2CC(O)CC2C(=O)NC(CC(=O)NCCOCCOCCOCCNC(=O)CCCCC2SCC3NC(=O)NC32)c2ccc(-c3scnc3C)cc2)C(C)C)on1
1575,Cc1nn(-c2ccc(C#N)c(C(F)(F)F)c2)c(C)c1Cc1ccc(C(=O)NCCOCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)Cc2ccccc2)cc1,Cc1nn(-c2ccc(C#N)c(C(F)(F)F)c2)c(C)c1Cc1ccc(C(=O)NCCOCCOCCOCCNC(=O)C(CC(C)C)NC(=O)C(O)C(N)Cc2ccccc2)cc1
1576,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCCOc2ccc(-c3ccc(N4C(=S)N(c5ccc(C#N)c(C(F)(F)F)c5)C(=O)C4(C)C)cc3)cc2)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(NC(=O)COCCCCOc2ccc(-c3ccc(N4C(=S)N(c5ccc(C#N)c(C(F)(F)F)c5)C(=O)C4(C)C)cc3)cc2)C(C)(C)C)cc1
1577,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
1578,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
1579,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F
1580,CC1(C)[C@H](NC(=O)c2cnn(CCO)c2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1,CC1(C)C(NC(=O)c2cnn(CCO)c2)C(C)(C)C1Oc1ccc(C#N)c(Cl)c1
1581,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(Br)cc1,Cc1nn(-c2ccc(C#N)c(Cl)c2)c(C)c1Cc1ccc(Br)cc1
1582,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)C(C)(C)C,CC(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C)c1ccc(-c2scnc2C)cc1)C(C)(C)C
1583,CNC(=O)C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(C)=O)C(C)(C)C)c1ccc(-c2scnc2C)cc1,CNC(=O)CC(NC(=O)C1CC(O)CN1C(=O)C(NC(C)=O)C(C)(C)C)c1ccc(-c2scnc2C)cc1
1584,CNC(=O)C[C@H](NC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@H](c1cc(C)no1)C(C)C)c1ccc(-c2scnc2C)cc1,CNC(=O)CC(NC(=O)C1CC(O)CN1C(=O)C(c1cc(C)no1)C(C)C)c1ccc(-c2scnc2C)cc1
1585,CNC(=O)C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(C#N)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1,CNC(=O)CC(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)C1(C#N)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1
1586,CNC(=O)C[C@@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)C1(F)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1,CNC(=O)CC(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)C1(F)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1
1587,CNC(=O)C[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@H](NC(=O)C1(F)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1,CNC(=O)CC(NC(=O)C1CC(O)CN1C(=O)C(NC(=O)C1(F)CC1)C(C)(C)C)c1ccc(-c2scnc2C)cc1
1588,Cc1ncsc1-c1ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOCCNC(=O)c2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2F)C(C)(C)C)cc1,Cc1ncsc1-c1ccc(CNC(=O)C2CC(O)CN2C(=O)C(NC(=O)CCOCCOCCNC(=O)c2ccc(N3C(=S)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)cc2F)C(C)(C)C)cc1
